Region,Children enrolled in a preschool or preschool program (no.),Estimated resident population (no.),Land area (ha),Median monthly household mortgage payment ($),Median price of established house transfers ($),Median total income (excl. Government pensions and allowances) ($),Median weekly household rental payment ($),Number of jobs,Working age population (aged 15-64 years) (%),property_url,name,property_type,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc,post_code,region
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/205-16-pentridge-boulevard-coburg-vic-3058-17185966,"205/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,670.0,-37.7384534,144.9694507,2.0,2.0,1.0,Available Now,Kim Te,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/408-19-pentridge-boulevard-coburg-vic-3058-17182823,"408/19 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,550.0,-37.7378417,144.9683508,2.0,1.0,1.0,"Friday, 6th September 2024",Frazer Downes,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/206-16-pentridge-boulevard-coburg-vic-3058-17181866,"206/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,650.0,-37.7384534,144.9694507,2.0,2.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/1105-20-wardens-walk-coburg-vic-3058-17181170,"1105/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,520.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Angus Brayshaw,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/4-56-stockade-ave-coburg-vic-3058-17181166,"4/56 Stockade Ave, Coburg VIC 3058",Apartment / Unit / Flat,500.0,-37.7389869,144.9688669,1.0,1.0,1.0,Available Now,Angus Brayshaw,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/519-11-urquhart-street-coburg-vic-3058-15759475,"519/11 Urquhart Street, Coburg VIC 3058",Apartment / Unit / Flat,450.0,-37.7401403,144.9679734,1.0,1.0,0.0,Available Now,Kim Te,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/g08-11-urquhart-street-coburg-vic-3058-15379308,"G08/11 Urquhart Street, Coburg VIC 3058",Apartment / Unit / Flat,550.0,-37.73988689999999,144.9681533,2.0,1.0,1.0,"Monday, 7th October 2024",Kim Te,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/207-16-pentridge-boulevard-coburg-vic-3058-17180022,"207/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,520.0,-37.7384534,144.9694507,1.0,1.0,1.0,Available Now,Angus Brayshaw,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/709-16-pentridge-boulevard-coburg-vic-3058-17179908,"709/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,670.0,-37.7384534,144.9694507,2.0,2.0,1.0,Available Now,Angus Brayshaw,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/g06b-9s-wardens-walk-coburg-vic-3058-17153056,"G06B/9S Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,670.0,-37.7385969,144.9687556,2.0,2.0,1.0,Available Now,Brooke Davis,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/708-16-wardens-walk-coburg-vic-3058-17163820,"708/16 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,670.0,-37.7385722,144.968578,2.0,2.0,1.0,"Monday, 23rd September 2024",Brooke Davis,3058,Coburg
Coburg  East,167.0,13542.0,374.7,2100.0,1170000.0,50971.0,416.0,12088.0,73.6,https://www.domain.com.au/405-146-bell-street-coburg-vic-3058-17177731,"405/146 Bell Street, Coburg VIC 3058",Apartment / Unit / Flat,550.0,-37.740837,144.9632364,2.0,2.0,1.0,"Monday, 9th September 2024","This modern 2 bedroom, 2 bathroom apartment is located amidst general and boutique shopping, eateries and cafes is the place to be. Convenient, stylish and just minutes from Melbourne's CBD with Coburg station at your doorstep. Connected also by tram, bus and bike trail, something exciting is always just around the corner.",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/2-40-bell-street-coburg-vic-3058-15318709,"2/40 Bell Street, Coburg VIC 3058",Townhouse,650.0,-37.7419897,144.9747244,2.0,2.0,1.0,Available Now,"Embodying excellence in a supreme near new boutique townhouse complex of only 5, this two-bedroom, two-bathroom, architect-designed residence is sure to impress. Entering from ground level the home immediately exhibits quality touches at every turn, stylish window shrouds, solid timber flooring and timber double glazed windows, the home opens into a spacious kitchen/dining/living where you'll love",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/2-20-the-avenue-coburg-vic-3058-17190045,"2/20 The Avenue, Coburg VIC 3058",Townhouse,695.0,-37.7524058,144.9648749,2.0,2.0,0.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/4-beaumonde-street-coburg-vic-3058-17187891,"4 Beaumonde Street, Coburg VIC 3058",Townhouse,795.0,-37.7548702,144.9784262,3.0,1.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/2-58-moore-street-coburg-vic-3058-17187812,"2/58 Moore Street, Coburg VIC 3058",Townhouse,800.0,-37.754588,144.9713358,4.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/5-40-elizabeth-street-coburg-vic-3058-17183090,"5/40 Elizabeth Street, Coburg VIC 3058",Townhouse,835.0,-37.7373389,144.9829609,3.0,2.0,1.0,Available Now,"You get to have your cake and eat it too with this one! More than your average Townhouse in a complex of 5, this sleek home offers a large traditional style living area / meals area and kitchen with breakfast bench, stainless steel appliances, ample cupboard space and with windows and doors surrounding for all the natural light one may need. 
Entertaining becomes that much easier as this space",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/139b-barrow-street-coburg-vic-3058-17180719,"139B Barrow Street, Coburg VIC 3058",Townhouse,920.0,-37.7426858,144.972578,4.0,3.0,2.0,"Friday, 20th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/1-40-elizabeth-street-coburg-vic-3058-17174571,"1/40 Elizabeth Street, Coburg VIC 3058",Townhouse,835.0,-37.737269,144.9825267,3.0,3.0,2.0,Available Now,"First class features and convenient location, full of sunshine and in high demand - this art deco townhouse offers three spacious bedrooms, two with full ensuites, walk in and built in robes as well as split system heating &amp; cooling. The large and welcoming entrance area leads to both master bedrooms on either side of the staircase, storage space and the internally accessed double garage!
Upstairs",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/3-11-balloan-street-coburg-vic-3058-17172034,"3/11 Balloan Street, Coburg VIC 3058",Townhouse,630.0,-37.7399741,144.9592504,2.0,1.0,1.0,"Friday, 13th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/73-reynard-street-coburg-vic-3058-17188457,"73 Reynard Street, Coburg VIC 3058",House,850.0,-37.7481813,144.9584733,3.0,2.0,0.0,"Monday, 9th September 2024","** BOOK INSPECTION ONLINE **
Discover the perfect blend of comfort and convenience in this beautifully presented three-bedroom, two-bathroom home. Set in an elevated position, the property boasts multiple living areas, including a spacious living and dining room. The modern kitchen is a chef's dream, featuring a 90cm cooktop, fan-forced electric oven, ample counter space, and generous storage",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/9-vincent-street-coburg-vic-3058-17134425,"9 Vincent Street, Coburg VIC 3058",House,790.0,-37.7430574,144.9559442,4.0,1.0,1.0,Available Now,This brick-veneer home provides a lifestyle of immediate comfort and family functionality in a prized Coburg pocket.,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/23-davis-street-coburg-vic-3058-17192960,"23 Davis Street, Coburg VIC 3058",House,550.0,-37.7414638,144.9506441,2.0,1.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/1206-20-wardens-walk-coburg-vic-3058-17188727,"1206/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/1205-20-wardens-walk-coburg-vic-3058-17188681,"1205/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/1106-20-wardens-walk-coburg-vic-3058-17188628,"1106/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/708-20-wardens-walk-coburg-vic-3058-17188586,"708/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/407-20-wardens-walk-coburg-vic-3058-17188535,"407/20 Wardens Walk, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7385722,144.968578,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/102-56-stockade-avenue-coburg-vic-3058-17188461,"102/56 Stockade Avenue, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7389869,144.9688669,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/107-16-pentridge-boulevard-coburg-vic-3058-17188411,"107/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,480.0,-37.7384534,144.9694507,1.0,1.0,1.0,Available Now,Mary Corso,3058,Coburg
Coburg  West,183.0,14527.0,318.8,2299.0,1140000.0,50971.0,450.0,13215.0,69.4,https://www.domain.com.au/1005-16-pentridge-boulevard-coburg-vic-3058-17185983,"1005/16 Pentridge Boulevard, Coburg VIC 3058",Apartment / Unit / Flat,520.0,-37.7384534,144.9694507,1.0,1.0,1.0,Available Now,Brooke Davis,3058,Coburg
